,1f69efc6-b519-4fdd-a352-90f496828a54,22c6f251-ce02-4c5e-a52f-7e5f12746e8d,b73825cf-e3a2-4ac8-8241-1301485a6131,53acf269-44c8-4a2f-b9ef-d22a6339e1af,982eb748-1f36-462c-9acd-270ebcbb7d66,2d10bfe7-2f43-445b-99ad-5836d50f3ceb,91d1796b-cb96-4c2e-b185-5bcd2d250aa1,295dd7fb-c684-4d95-bdf0-708ccf6ce370,b28ae648-20ee-46d5-8f4a-64a8ce78941a,ea85f4a1-e7a5-43e9-86db-a9368889a26e,b01a504c-f7ac-430a-ad9c-24486ae4a54f,34b0e26b-6d34-48d8-a539-88f43db7c852,d02ea9be-8861-4cb3-8fa6-b9a036b7bae7,83a07eba-4360-42a2-a97b-de9caffc38ca,a2cdb7e5-3072-470c-af4f-1813a8e18755,915d48db-96f6-4de4-b9f4-2052a82905d1,78c940a0-7268-46fa-a818-1914559c4895,925715c8-0852-4224-b9d2-2a71913ce9cd,6e4dd23a-ca9e-4a81-aeae-2f84d9dfa92b,870d5c3f-809e-435e-9e4d-a7efb1f58b49,ff802353-d544-4b2e-af6d-1f26fa861ade,b63b32e1-6d3a-4678-874c-777201df2f36,107dcc2a-1d59-425f-aef7-5b2f745812fa,bc94acff-b289-4a9a-b1a4-5d7c84aa9be8,d38b3dfc-47a0-41f1-bd5a-641295e29c53,74df8c7f-1ff3-4641-953b-f2e93a515798,d0d80184-2992-469c-8d15-867951b0a11a,02013562-4bdd-4215-be11-d71224abedc4,a90693e5-3407-4e4f-9f8c-36e26d8402a3,af65ccee-08b7-4f3a-b2fc-3b92756672c8,736fafce-8d8b-4fd9-b5c9-9799aa896e75,a70c6762-0084-4095-a282-1266efa3d6e6,036060ea-785d-44bb-b288-07c3e17037d1,22e6df47-569c-4663-afe1-197d0f05631e,b69a7ed4-dfd1-4c03-86bf-fe2e4a69fb37,88b96041-53ac-4f7d-bbb0-d86c84d5d4b5,d26d3040-d5c8-4537-8dfe-353bb83d3f4a,99cfd235-2867-4293-9e70-55908dd3ea27,1d4e9cc2-55d4-4063-8ec4-ad538ba3b250,c50d5eec-4f4c-4732-bdf2-f2fb34797956,1a30b0c3-b14d-4004-b5b6-6af1c00e6fc4,ab3bc874-40d8-4e05-8e53-57f88bff4cb6,1dccbd38-e0fa-43cc-bb01-3d70e89a9faf,ead6f369-15cf-4fef-9ffb-91f918937371,a56df15e-8b94-4a2d-a2ab-236e95f25e4f,44f0c736-37eb-402a-89bf-1a7b3a157069,4c0555f9-878a-4a95-ba1d-598c625aabbd,36ab9374-6d63-4772-b483-855431e79c08,93133ba0-0f79-4ecb-a677-f8d0ed6841af,b069efcc-f812-46cc-aa49-c2193e718de7,a2d27640-31f8-44cb-8739-cc0e92b40760,ed779159-f4a7-4058-9189-ba254abbed47,bb6b898f-d31c-4bcd-a1f3-a03d3c3adb95,b8649a08-59a4-4377-b18b-d80804cbbdae,bda35145-8402-4a1e-b0e4-9c3df6520144,d1ce4853-7426-4975-af2c-83147fb1f8ba,e82c2f6a-7da4-4d22-9949-e655ee1d8188,4fd8e80a-21c6-4a61-9631-4b8240504b60,9ed54d5b-1b6e-4a82-9f3f-29fc073f0b38,01f821df-6507-4fc8-bbe5-1876db9e5776,1c7e72e1-0490-42d4-9cc6-fef87fa19b10,b828a367-390b-4727-88e5-bd8a9ce14fca,74babb3a-1706-44bd-9abf-c51ec21244b9,4fa9b71e-0ca2-4cb3-a829-c63d2d69b018,2b6c54d1-b109-42c7-b467-06458e32b47b,9bc33650-ff57-4d80-b90e-db5d197e482d,c64cbda8-d051-421e-ae35-b81a66d50959,9c898f57-62a1-440f-bc6a-335ee2deddbb,df6808d4-0875-4109-9230-11cb701a54e3,b4b6c1ca-8d7c-4f9d-bf6a-737fb70bb1e1,a37e6f8d-6a1e-4f9c-ace9-58aff7ae9ae2,3a239d84-7b89-4905-9d10-1f0b9fe352c7,c0715816-795a-431e-aeee-f10c42b035e7,cf06aa0c-f7c7-48d2-8852-e155a052a2e4,d4c83342-f2e3-4c28-8787-94b58042c805,84d09018-f8df-4ba2-8269-ae1fbc5fa536,8339bfe2-af36-4cf0-b704-d23b2d540f0c,d5635128-6a33-4016-a121-fc11db3ff502,79f7a531-5602-4e7b-ae70-cce2d872db96,b1972cd5-1bf6-4031-b687-85bd0089c082
e2157fac-5144-4e61-9176-f559c2487754,3,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
c7855039-5b71-4524-9ce9-793e5efbdef2,5,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1
5888eecf-1998-4ae0-a918-f71098e61f9e,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0
4c1f646c-439f-409e-82de-50778a2b7d1a,0,0,0,0,1,4,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,3,0,5,0,0,0
0f973ee5-f995-4451-a5c2-5f3a636ca2ce,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,1,5
a277c0d2-f987-49f9-add2-5514838040af,0,0,0,5,0,4,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,5,0,4,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,5,0,4,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,5,0,4,0,0,0,0,0,3,0,1,0,0,0,0,2,0
94ddeb8c-29f8-4551-ae89-ee72cabad057,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
e13c74a8-042b-4a79-a766-f017817057f9,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3
06954f1d-e36e-41d5-8de2-607cbeea0a07,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,5,0,0
ecb7d77d-7fef-49d2-ae3b-8fdc4af3dc3b,0,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0
e3ba3d41-2f26-45ed-9bcb-74b8bf3a9ecf,2,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0
13aae489-db3e-47cf-ba92-c1d6e1517d3c,0,2,0,5,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
3861bad9-979d-44c7-ba98-71c577b22586,0,4,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
9bdddd94-dcde-4396-8c78-f3ff64e92a23,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0
d11dce12-66f3-47cf-9642-205b2e5e39c9,4,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0
c76c3bf5-62ba-49ae-b7df-33f5dd8d1a79,0,4,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0
69b0b8c1-767e-4ef9-8271-9e04816a0846,5,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0
b60e0c43-f805-447f-af74-ec2884847ab1,0,0,0,4,0,0,0,2,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,4,0,0,0,2,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,4,0,0,0,2,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,4,0,0,0,2,0,0,0,0,3,1,0,0,0,0,5,0
fa69a46c-3a0e-4aba-9a91-120c8a417d37,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2
be7125c0-c8e9-4457-ab71-6b7d9a00b32d,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0
bd6340ba-6f41-4b0d-bbf3-cc9087976fd5,2,0,0,3,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
26b06bbe-dd08-42ad-8fe1-ed7bfcee1243,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,2,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,2,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,2,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,2
2d942fa8-bd1b-4382-b375-b62620c1f725,0,2,0,5,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0
3c51eaf2-1b30-442c-a101-e35de0c73bce,1,3,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0
737727a2-fd31-4e42-9fd5-d53313353b7c,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,2,5
29c3bc8d-4846-482a-98bf-187ea7788f13,1,2,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2f67846c-a0fc-4b8d-ad5b-6dab5ed7176d,0,0,0,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0
2af485be-bed4-404d-b954-72a6523d3948,3,2,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
06f31d61-620b-4fe9-beb5-01c9460f4850,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,4
78596de1-aa58-41d0-b880-07c684437ba8,0,1,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
172b07c0-78e9-47bd-a44a-ff5f9259cf00,5,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
6afb3718-a5f2-400a-ba2c-6ac82aa268ee,5,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,5,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,5,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,5,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0
2b967d88-61d1-45b5-af3e-50b51b5b95e6,5,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,3
5a271f9f-2c58-4247-a0bc-0b5c7d553912,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0
3d7bd342-d67c-4ae0-ac5c-e14d33b6e037,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0b53cd1-800f-492f-ba49-5950e99aad28,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
8b8d2d6a-296d-4ba4-81a9-abf6cc2fcce3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
f5ac5c5f-bd25-4963-8c37-b3aa8520c6bc,5,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0
4607e53d-f589-4b7e-990c-aff278ae3d36,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2
bc8b4abc-7ca3-492b-85fa-cf43b5cac64a,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,4,0,0
3dd55a47-6aeb-4dbe-b3b9-76719572fdbe,2,1,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1c008284-1e40-49e1-a524-81dbb56e17c0,0,5,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,5,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,5,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,5,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
59ac3c1d-d552-4499-93c6-732b1666c0a3,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
66fc9adb-c0b7-4bed-91bf-72f0087a28fc,5,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,0,0
62ab259c-9ebd-4b56-bf21-7ec0f98def71,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,2,0,3,0,0
35f0af73-2392-4d15-a984-fbbd1d33a767,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0
8c16b479-e984-4a0b-8bd8-ff961d7ea691,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
965660d8-ee33-4adf-8ea7-b1174975833f,0,2,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
13c84ffa-9d5c-40e0-ba13-78151aaa16ff,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,0
56be0b24-dab0-4c58-b9c1-8c1b1565001c,1,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2
3e7ff315-4309-48c7-9f47-92df5d3864ad,0,0,0,5,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,4
581d1808-8f3f-4398-9feb-4d1ef4aaf903,0,5,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0
1a9902a8-7a4e-4ef2-b838-01c8e58e95c1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,2,4,0,0
4d24a870-26e6-4130-9839-45d89e8501af,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5
eb435be6-f419-4c52-b037-ece20165bbf2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,3,0,5,0
efaea54f-c89e-45c1-9da8-e4dc43020f44,0,0,0,0,3,0,0,0,0,0,5,0,1,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,1,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,1,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,0,1,2,0,0,0,0,0,4
b43916ca-ccd0-4d0a-bd62-8906c52c1c03,5,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0
ff71449e-cd13-470a-b0eb-60df79d68ae8,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
a5a817a0-f421-4f99-80f4-7148840aa513,5,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,2,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
0fe8db73-eb9e-40b8-9dac-d29fe11a6cd4,0,5,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0
ba65321c-119f-431a-b802-79e7d98bab27,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
c878689a-19a7-438a-9a09-0db4a31d0ad7,0,0,5,0,1,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0
5dfb5973-ce33-4577-857b-d43b84e7928d,1,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0
